task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
449	ba/2e3e48	26836	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00461_S48_L001)	COMPLETED	0	2020-06-23 15:04:32.273	21.5s	20s	99.3%	826.8 MB	872.3 MB	149.3 MB	114.3 MB
451	e6/696490	28412	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00458_S45_L001)	COMPLETED	0	2020-06-23 15:04:34.931	19.1s	18.1s	102.9%	945.6 MB	991.5 MB	131.6 MB	99.8 MB
463	18/7fdb1b	2827	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00465_S52_L001)	COMPLETED	0	2020-06-23 15:04:45.631	9.4s	7.7s	81.4%	87.2 MB	575.4 MB	79 MB	667.6 KB
457	bd/136f77	32712	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00484_S71_L001)	COMPLETED	0	2020-06-23 15:04:42.343	15.8s	14.4s	108.4%	267.1 MB	413.1 MB	185.9 MB	144.3 MB
459	a4/9d92bc	1054	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00449_S36_L001)	COMPLETED	0	2020-06-23 15:04:43.603	15.9s	14.7s	109.8%	267.3 MB	413.3 MB	193.8 MB	151.7 MB
467	16/b4ed79	7516	ncovIllumina:sequenceAnalysis:makeQCCSV (Neg1-20200604-run-12_S87_L001)	COMPLETED	0	2020-06-23 15:04:53.733	6.1s	5.3s	77.6%	176.8 MB	671.8 MB	53.8 MB	597.1 KB
460	87/cfc2a2	1708	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00416_S3_L001)	COMPLETED	0	2020-06-23 15:04:44.048	17s	15.8s	101.8%	144.3 MB	225.9 MB	159.3 MB	124.1 MB
468	7b/6f2db8	7574	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00490_S77_L001)	COMPLETED	0	2020-06-23 15:04:53.799	8.5s	7.2s	75.9%	87.2 MB	572.5 MB	76.6 MB	665.5 KB
469	2f/e3e1b0	7689	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00432_S19_L001)	COMPLETED	0	2020-06-23 15:04:54.068	12.7s	11.2s	97.4%	142.7 MB	224.3 MB	115 MB	87.9 MB
456	98/de1041	355	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00484_S71_L001)	COMPLETED	0	2020-06-23 15:04:42.538	24.4s	23s	104.3%	1001.1 MB	1.1 GB	186 MB	144.2 MB
474	56/987911	12146	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00494_S81_L001)	COMPLETED	0	2020-06-23 15:05:01.142	5.8s	4.6s	82.9%	87.2 MB	572.4 MB	45.5 MB	659.6 KB
475	7d/fb376a	12764	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00470_S57_L001)	COMPLETED	0	2020-06-23 15:05:02.384	4.7s	3.3s	83.0%	74.2 MB	560.3 MB	21.7 MB	637.4 KB
473	2a/a93d1c	11354	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00459_S46_L001)	COMPLETED	0	2020-06-23 15:04:59.964	7.5s	6.2s	87.2%	88.2 MB	573.9 MB	73.9 MB	667 KB
458	39/b7c30d	891	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00449_S36_L001)	COMPLETED	0	2020-06-23 15:04:43.360	24.5s	23.3s	105.7%	993 MB	1.1 GB	193.9 MB	151.7 MB
471	76/e80253	10222	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00419_S6_L001)	COMPLETED	0	2020-06-23 15:04:58.208	9.9s	8.4s	87.3%	103.9 MB	588.3 MB	100.5 MB	669.7 KB
465	9f/577b93	4183	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00446_S33_L001)	COMPLETED	0	2020-06-23 15:04:48.019	20.8s	19.7s	105.1%	268.9 MB	414.5 MB	220.8 MB	172.9 MB
461	96/5ed306	2477	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00416_S3_L001)	COMPLETED	0	2020-06-23 15:04:45.166	24.4s	23.3s	104.7%	953.8 MB	976.2 MB	159.4 MB	124.1 MB
472	aa/70c676	10971	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00468_S55_L001)	COMPLETED	0	2020-06-23 15:04:59.499	11.1s	9.9s	89.6%	106.1 MB	588.6 MB	118.7 MB	669.4 KB
477	40/193886	14829	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00479_S66_L001)	COMPLETED	0	2020-06-23 15:05:06.921	5.8s	4.9s	91.1%	103.9 MB	588.6 MB	57.1 MB	663.7 KB
478	90/d8e1e1	14931	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00434_S21_L001)	COMPLETED	0	2020-06-23 15:05:07.025	6.8s	5.9s	90.2%	87.2 MB	572.5 MB	75.3 MB	665.9 KB
470	c4/8d3ed6	8550	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00432_S19_L001)	COMPLETED	0	2020-06-23 15:04:55.164	19.7s	18.2s	105.4%	892.6 MB	953.5 MB	115.1 MB	87.8 MB
476	2a/f76b1a	14739	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00456_S43_L001)	COMPLETED	0	2020-06-23 15:05:06.839	8.4s	7.5s	92.4%	86.3 MB	578.8 MB	79 MB	666.4 KB
485	d8/12be02	17484	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00486_S73_L001)	COMPLETED	0	2020-06-23 15:05:10.698	5.1s	3.8s	88.5%	96.4 MB	581 MB	36.3 MB	646.3 KB
480	ac/50b43a	15288	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00473_S60_L001)	COMPLETED	0	2020-06-23 15:05:07.518	8.7s	7.8s	91.9%	83.1 MB	575.9 MB	92.7 MB	668.8 KB
479	93/ca6c6c	15036	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00453_S40_L001)	COMPLETED	0	2020-06-23 15:05:07.130	9.5s	8.7s	92.8%	87.2 MB	573.8 MB	112.3 MB	668.5 KB
481	2e/9a2e33	15677	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00476_S63_L001)	COMPLETED	0	2020-06-23 15:05:07.932	8.9s	7.9s	94.0%	103.4 MB	588.3 MB	102.3 MB	669.2 KB
482	e8/6608f1	15797	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00492_S79_L001)	COMPLETED	0	2020-06-23 15:05:08.119	9.3s	8.3s	93.5%	98.1 MB	582.2 MB	103.3 MB	669.5 KB
483	ef/761abc	16275	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00448_S35_L001)	COMPLETED	0	2020-06-23 15:05:08.807	8.7s	7.6s	92.3%	84.1 MB	576.8 MB	84 MB	669.1 KB
484	70/1429d1	16790	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00420_S7_L001)	COMPLETED	0	2020-06-23 15:05:09.677	8.8s	7.8s	89.5%	86 MB	578.6 MB	78 MB	666.2 KB
466	a5/14760a	7508	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00446_S33_L001)	COMPLETED	0	2020-06-23 15:04:53.656	25.2s	24.3s	118.3%	942.3 MB	1 GB	220.9 MB	172.8 MB
486	79/82d36e	18596	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00421_S8_L001)	COMPLETED	0	2020-06-23 15:05:12.787	8.1s	7.2s	94.6%	87.2 MB	577.3 MB	78.5 MB	666 KB
489	a4/76a324	20031	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00415_S2_L001)	COMPLETED	0	2020-06-23 15:05:15.257	5.7s	4.8s	94.3%	97 MB	581.2 MB	59.4 MB	662.9 KB
488	10/8163b4	19741	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00452_S39_L001)	COMPLETED	0	2020-06-23 15:05:14.892	6.4s	5.6s	88.8%	87.2 MB	572.5 MB	65.6 MB	663.1 KB
491	91/0a7220	20721	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00471_S58_L001)	COMPLETED	0	2020-06-23 15:05:16.290	5.1s	4.1s	90.8%	81.9 MB	574.7 MB	40.1 MB	657.7 KB
487	8f/1c37a1	19281	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00444_S31_L001)	COMPLETED	0	2020-06-23 15:05:13.879	9.6s	8.5s	94.6%	82.4 MB	575.2 MB	107.8 MB	669.3 KB
490	f5/44d343	20408	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00469_S56_L001)	COMPLETED	0	2020-06-23 15:05:15.831	7.8s	6.8s	93.5%	87.2 MB	573.2 MB	85.7 MB	668.4 KB
493	fe/43aec5	21200	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00466_S53_L001)	COMPLETED	0	2020-06-23 15:05:16.862	7.8s	7s	92.0%	98.1 MB	582.3 MB	88.2 MB	668.2 KB
495	8b/900481	21778	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00472_S59_L001)	COMPLETED	0	2020-06-23 15:05:17.548	7.1s	6s	90.7%	79.8 MB	572.5 MB	78.1 MB	665.6 KB
496	ff/a12499	22403	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00491_S78_L001)	COMPLETED	0	2020-06-23 15:05:18.560	6.4s	5.7s	88.0%	87.2 MB	572.5 MB	67.5 MB	663.6 KB
500	fb/35cd46	24382	ncovIllumina:sequenceAnalysis:makeQCCSV (NTC-20200604-run-12_S86_L001)	COMPLETED	0	2020-06-23 15:05:21.371	3.8s	3s	87.2%	72.3 MB	560.3 MB	18.8 MB	585.1 KB
497	29/81bdba	22720	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00445_S32_L001)	COMPLETED	0	2020-06-23 15:05:18.980	6.3s	5.3s	93.9%	89.4 MB	575.5 MB	69.9 MB	665.4 KB
494	80/e472f6	21736	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00483_S70_L001)	COMPLETED	0	2020-06-23 15:05:17.494	8.2s	7.4s	93.9%	81.3 MB	573.8 MB	97.8 MB	668.7 KB
492	2d/70f472	21049	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00447_S34_L001)	COMPLETED	0	2020-06-23 15:05:16.690	9.3s	8.5s	94.6%	87.2 MB	574.7 MB	105.4 MB	668.2 KB
498	ce/4b69d1	24101	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00454_S41_L001)	COMPLETED	0	2020-06-23 15:05:20.932	5.1s	4.2s	92.4%	78.1 MB	570.6 MB	48.7 MB	657.6 KB
499	96/d403a1	24134	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00480_S67_L001)	COMPLETED	0	2020-06-23 15:05:21.117	6.1s	5.4s	92.2%	81.8 MB	572.1 MB	68.3 MB	664.4 KB
501	03/9bc088	24391	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00489_S76_L001)	COMPLETED	0	2020-06-23 15:05:21.389	7.2s	6.3s	93.8%	98.9 MB	582.9 MB	82.4 MB	668.1 KB
503	17/3956ce	25744	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00497_S84_L001)	COMPLETED	0	2020-06-23 15:05:23.708	5.3s	4.5s	94.9%	104 MB	588.6 MB	54.9 MB	661 KB
508	f0/bfdb89	27220	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00438_S25_L001)	COMPLETED	0	2020-06-23 15:05:25.341	4.8s	3.9s	92.3%	74.5 MB	560.3 MB	38.3 MB	651.2 KB
502	d5/ba4196	25655	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00462_S49_L001)	COMPLETED	0	2020-06-23 15:05:23.528	6.9s	6.2s	93.9%	104.1 MB	588.6 MB	81.2 MB	666.9 KB
507	29/d9ffdd	27147	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00423_S10_L001)	COMPLETED	0	2020-06-23 15:05:25.200	5.5s	4.9s	90.1%	96.9 MB	581.2 MB	54.6 MB	661.8 KB
510	29/09ef34	27970	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00298_S90_L001)	COMPLETED	0	2020-06-23 15:05:26.027	5.2s	4.4s	91.0%	87.2 MB	572.4 MB	46.7 MB	660.5 KB
506	ac/27a519	26965	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00495_S82_L001)	COMPLETED	0	2020-06-23 15:05:25.019	6.3s	5.5s	93.3%	87.2 MB	573.1 MB	64.1 MB	665.6 KB
505	aa/a15f0f	26645	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00493_S80_L001)	COMPLETED	0	2020-06-23 15:05:24.678	6.9s	6.2s	94.6%	88.6 MB	580.6 MB	81.2 MB	666.7 KB
511	1f/227d05	27994	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00488_S75_L001)	COMPLETED	0	2020-06-23 15:05:26.062	5.7s	5s	92.6%	100.6 MB	585 MB	60.6 MB	661.3 KB
504	d1/cfbbbd	26621	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00477_S64_L001)	COMPLETED	0	2020-06-23 15:05:24.641	7.8s	7.2s	96.5%	89 MB	574.6 MB	98.6 MB	668.5 KB
509	b9/b030c2	27743	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00474_S61_L001)	COMPLETED	0	2020-06-23 15:05:25.761	8s	7.4s	94.9%	97 MB	581.2 MB	100.8 MB	668.9 KB
513	72/66a638	29655	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00464_S51_L001)	COMPLETED	0	2020-06-23 15:05:28.641	6.8s	5.7s	93.0%	79.7 MB	572.1 MB	74.7 MB	665.6 KB
516	8d/508e09	31153	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00455_S42_L001)	COMPLETED	0	2020-06-23 15:05:30.496	5.4s	4.8s	92.3%	101.2 MB	585.4 MB	56.8 MB	663.3 KB
514	1b/b40e53	30095	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00460_S47_L001)	COMPLETED	0	2020-06-23 15:05:29.081	7s	6.3s	94.3%	98.5 MB	582.8 MB	84.7 MB	665.3 KB
518	24/7807a8	31766	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00478_S65_L001)	COMPLETED	0	2020-06-23 15:05:31.252	4.9s	4.3s	93.6%	87.2 MB	572.5 MB	49.2 MB	659.1 KB
520	de/24fc90	32051	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00487_S74_L001)	COMPLETED	0	2020-06-23 15:05:31.579	4.8s	4.1s	89.1%	87.2 MB	572.3 MB	40.2 MB	656.7 KB
519	b6/d00764	31857	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00430_S17_L001)	COMPLETED	0	2020-06-23 15:05:31.370	5.5s	4.9s	91.5%	103.1 MB	587.3 MB	52.7 MB	660.8 KB
515	34/6a2ab0	30951	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00437_S24_L001)	COMPLETED	0	2020-06-23 15:05:30.261	7s	6.4s	94.6%	103.6 MB	588.6 MB	85.6 MB	667.2 KB
512	b5/6e7948	28876	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00485_S72_L001)	COMPLETED	0	2020-06-23 15:05:27.318	11.3s	10s	95.2%	87.2 MB	578 MB	112.3 MB	671.5 KB
517	a6/ece469	31293	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00450_S37_L001)	COMPLETED	0	2020-06-23 15:05:30.745	8.4s	7.6s	94.4%	98.1 MB	582.1 MB	100.5 MB	667.2 KB
531	0a/6d5c14	5009	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00422_S9_L001)	COMPLETED	0	2020-06-23 15:05:38.676	821ms	92ms	22.6%	0	0	72.7 KB	210 B
522	70/3ce388	325	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00427_S14_L001)	COMPLETED	0	2020-06-23 15:05:32.477	7s	6.3s	92.8%	103.4 MB	588.6 MB	71.9 MB	665.6 KB
523	e8/f7f026	1618	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00433_S20_L001)	COMPLETED	0	2020-06-23 15:05:33.869	6.5s	5.6s	93.6%	86.4 MB	579 MB	60.5 MB	662.5 KB
521	75/10b045	32217	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00417_S4_L001)	COMPLETED	0	2020-06-23 15:05:31.795	9.1s	8.2s	93.9%	87.2 MB	575.3 MB	103.6 MB	669.3 KB
526	70/679acf	2985	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00439_S26_L001)	COMPLETED	0	2020-06-23 15:05:36.113	5.3s	4.6s	94.7%	97 MB	581.3 MB	53.6 MB	662.3 KB
530	e9/497b5d	4176	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00429_S16_L001)	COMPLETED	0	2020-06-23 15:05:37.343	5.6s	4.8s	91.0%	103.4 MB	588.3 MB	64.5 MB	660.4 KB
524	6d/872616	2668	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00443_S30_L001)	COMPLETED	0	2020-06-23 15:05:35.578	7.4s	6.8s	94.4%	80.1 MB	572.9 MB	87.6 MB	666.4 KB
529	11/53468d	3805	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00442_S29_L001)	COMPLETED	0	2020-06-23 15:05:36.943	6.2s	5.4s	93.2%	87.2 MB	574.4 MB	62.3 MB	664 KB
538	e7/c49123	8259	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00297_S89_L001)	COMPLETED	0	2020-06-23 15:05:43.014	628ms	36ms	56.5%	0	0	72.7 KB	210 B
527	50/49ddba	3038	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00498_S85_L001)	COMPLETED	0	2020-06-23 15:05:36.145	7.6s	6.8s	94.8%	95.1 MB	587.8 MB	64.2 MB	660.9 KB
541	ca/01725f	8737	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00451_S38_L001)	COMPLETED	0	2020-06-23 15:05:43.660	1.1s	71ms	20.5%	0	0	72.7 KB	210 B
525	35/1649b8	2862	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00475_S62_L001)	COMPLETED	0	2020-06-23 15:05:35.946	9.6s	8.9s	96.6%	87.2 MB	575.1 MB	122.2 MB	669 KB
528	45/dae277	3318	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00426_S13_L001)	COMPLETED	0	2020-06-23 15:05:36.403	9.4s	8.5s	96.1%	84.9 MB	577.5 MB	95 MB	669.8 KB
535	73/3ba246	6388	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00414_S1_L001)	COMPLETED	0	2020-06-23 15:05:40.420	5.7s	4.9s	93.2%	98.1 MB	582.2 MB	59 MB	662.1 KB
544	82/c7220e	10291	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00482_S69_L001)	COMPLETED	0	2020-06-23 15:05:45.574	766ms	50ms	45.3%	0	0	72.7 KB	210 B
546	11/7a5fa4	10813	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00431_S18_L001)	COMPLETED	0	2020-06-23 15:05:46.120	706ms	52ms	29.8%	0	0	72.7 KB	210 B
533	6c/fe727f	5634	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00463_S50_L001)	COMPLETED	0	2020-06-23 15:05:39.519	7.3s	6.5s	93.7%	88.6 MB	580.6 MB	75.7 MB	666.9 KB
547	07/8f65c8	10983	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00441_S28_L001)	COMPLETED	0	2020-06-23 15:05:46.366	825ms	74ms	27.9%	0	0	72.7 KB	210 B
532	d1/474076	5315	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00418_S5_L001)	COMPLETED	0	2020-06-23 15:05:39.121	8.3s	7.7s	96.3%	99 MB	583 MB	91.6 MB	670.3 KB
536	7e/2b95f4	6765	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00457_S44_L001)	COMPLETED	0	2020-06-23 15:05:40.976	6.7s	5.9s	93.6%	96.9 MB	581.2 MB	75.2 MB	667.4 KB
550	e6/73a263	11843	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00440_S27_L001)	COMPLETED	0	2020-06-23 15:05:47.226	640ms	51ms	35.0%	0	0	72.7 KB	210 B
551	cf/8f4e52	12069	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00435_S22_L001)	COMPLETED	0	2020-06-23 15:05:47.473	734ms	121ms	16.6%	1.6 MB	5.4 MB	72.7 KB	210 B
552	5e/a5c53f	12255	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00496_S83_L001)	COMPLETED	0	2020-06-23 15:05:47.665	769ms	81ms	35.0%	1.6 MB	5.4 MB	72.7 KB	210 B
553	8e/fe4e14	12493	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00465_S52_L001)	COMPLETED	0	2020-06-23 15:05:47.903	932ms	64ms	40.0%	1.6 MB	5.4 MB	72.7 KB	210 B
534	e3/50035a	5646	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00425_S12_L001)	COMPLETED	0	2020-06-23 15:05:39.553	10.7s	9.8s	94.6%	101.4 MB	585.4 MB	112.8 MB	671.1 KB
537	3f/22db20	7172	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00481_S68_L001)	COMPLETED	0	2020-06-23 15:05:41.470	8.8s	7.8s	93.3%	87.2 MB	573.9 MB	102.2 MB	668.5 KB
542	92/79a262	8837	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00428_S15_L001)	COMPLETED	0	2020-06-23 15:05:43.821	6.9s	6.1s	93.7%	87.1 MB	573.8 MB	77.5 MB	665.7 KB
557	3a/981d39	14483	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00490_S77_L001)	COMPLETED	0	2020-06-23 15:05:50.259	698ms	50ms	31.6%	0	0	72.7 KB	210 B
543	a0/12677f	9718	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00467_S54_L001)	COMPLETED	0	2020-06-23 15:05:44.756	6.8s	5.8s	95.2%	94.6 MB	581 MB	73.1 MB	667.1 KB
559	11/960471	14913	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00494_S81_L001)	COMPLETED	0	2020-06-23 15:05:50.782	821ms	59ms	36.9%	0	0	72.7 KB	210 B
560	c7/b0fde5	15035	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00459_S46_L001)	COMPLETED	0	2020-06-23 15:05:50.977	885ms	94ms	23.1%	1.6 MB	5.4 MB	72.7 KB	210 B
561	f9/08e883	15734	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00419_S6_L001)	COMPLETED	0	2020-06-23 15:05:51.613	644ms	84ms	24.5%	1.6 MB	5.4 MB	72.7 KB	210 B
563	13/090211	15977	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00468_S55_L001)	COMPLETED	0	2020-06-23 15:05:51.877	793ms	58ms	33.6%	0	0	72.7 KB	210 B
545	f6/768f23	10522	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00436_S23_L001)	COMPLETED	0	2020-06-23 15:05:45.807	6.9s	6.1s	95.8%	87.2 MB	575.9 MB	73.8 MB	665.7 KB
564	f2/90dae9	16245	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00479_S66_L001)	COMPLETED	0	2020-06-23 15:05:52.285	783ms	62ms	41.0%	0	0	72.7 KB	210 B
540	55/6e17bd	8381	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00424_S11_L001)	COMPLETED	0	2020-06-23 15:05:43.149	10s	9.3s	95.4%	103.2 MB	592.6 MB	95.8 MB	669.3 KB
539	f1/bd69d5	8282	ncovIllumina:sequenceAnalysis:makeQCCSV (Undetermined_S0_L001)	COMPLETED	0	2020-06-23 15:05:43.034	10.3s	9.7s	96.2%	96.9 MB	581.2 MB	129.1 MB	669.5 KB
565	27/59d65a	16725	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00434_S21_L001)	COMPLETED	0	2020-06-23 15:05:52.695	678ms	46ms	52.7%	0	0	72.7 KB	210 B
566	cf/05fdb0	16762	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00456_S43_L001)	COMPLETED	0	2020-06-23 15:05:52.785	727ms	29ms	54.5%	0	0	72.7 KB	210 B
549	3e/14ea4c	11495	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00458_S45_L001)	COMPLETED	0	2020-06-23 15:05:46.908	6.9s	6s	95.7%	87.2 MB	573.5 MB	78.7 MB	666.9 KB
568	ec/38cf9c	17162	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00473_S60_L001)	COMPLETED	0	2020-06-23 15:05:53.139	754ms	70ms	45.5%	1.6 MB	5.4 MB	72.7 KB	210 B
548	88/de7f0f	11422	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00461_S48_L001)	COMPLETED	0	2020-06-23 15:05:46.873	7.1s	6.2s	94.3%	88.6 MB	580.6 MB	85 MB	667.3 KB
567	7d/3df2b8	17097	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00486_S73_L001)	COMPLETED	0	2020-06-23 15:05:53.086	886ms	94ms	34.8%	1.6 MB	5.4 MB	72.7 KB	210 B
569	78/f60bfa	17435	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00453_S40_L001)	COMPLETED	0	2020-06-23 15:05:53.378	627ms	75ms	37.2%	1.6 MB	5.4 MB	72.7 KB	210 B
570	68/364791	17487	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00476_S63_L001)	COMPLETED	0	2020-06-23 15:05:53.411	791ms	43ms	54.5%	0	0	72.7 KB	210 B
572	df/9b882e	17765	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00448_S35_L001)	COMPLETED	0	2020-06-23 15:05:53.584	856ms	50ms	61.9%	0	0	72.7 KB	210 B
571	b1/5e08eb	18073	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00492_S79_L001)	COMPLETED	0	2020-06-23 15:05:53.849	852ms	66ms	52.2%	0	0	72.7 KB	210 B
573	75/7d624d	18177	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00420_S7_L001)	COMPLETED	0	2020-06-23 15:05:53.935	871ms	162ms	20.5%	1.6 MB	5.4 MB	72.7 KB	210 B
574	30/62fbd6	18328	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00421_S8_L001)	COMPLETED	0	2020-06-23 15:05:53.995	1.1s	40ms	48.0%	0	0	72.7 KB	210 B
575	7b/b0b81d	18484	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00415_S2_L001)	COMPLETED	0	2020-06-23 15:05:54.115	983ms	84ms	34.3%	1.6 MB	5.4 MB	72.7 KB	210 B
